#{"t_start": 1784477804.0824566, "env_id": "None"}
r,l,t
9.6,5,2224.321286
9.6,5,2224.335289
7.9,22,2224.399799
8.6,15,2224.444307
9.7,4,2224.45681
7.9,22,2224.52032
9.9,2,2224.526322
8.9,12,2224.561327
8.1,20,2224.92189
8.4,17,2224.968899
7.9,22,2225.030409
9.7,4,2225.041411
8.6,15,2225.083419
7.9,22,2225.15193
8.4,17,2225.200439
7.5,26,2225.27245
8.1,20,2225.333462
7.6,25,2225.402974
9.6,5,2225.417476
8.2,19,2225.472986
8.6,15,2225.514493
9.0,11,2225.544998
9.6,5,2225.559001
8.1,20,2225.923564
8.4,17,2225.971073
8.8,13,2226.007579
8.7,14,2226.046086
9.3,8,2226.068089
8.3,18,2226.120598
9.5,6,2226.139602
7.4,27,2226.216115
8.4,17,2226.263145
8.2,19,2226.316633
8.9,12,2226.349638
9.1,10,2226.381144
8.7,14,2226.420151
9.2,9,2226.445154
9.6,5,2226.459157
8.2,19,2226.512167
9.7,4,2226.523168
9.9,2,2226.52917
8.3,18,2226.579178
9.8,3,2226.587179
8.1,20,2226.951743
7.2,29,2227.032756
8.9,12,2227.066263
9.2,9,2227.091267
8.6,15,2227.135275
8.0,21,2227.198285
7.7,24,2227.270298
8.6,15,2227.312806
8.1,20,2227.371816
7.5,26,2227.447829
8.3,18,2227.497337
8.2,19,2227.551847
8.1,20,2227.607357
8.2,19,2227.660366
8.0,21,2228.026429
7.8,23,2228.08994
7.8,23,2228.153451
8.8,13,2228.189458
9.2,9,2228.214462
8.5,16,2228.25947
10.0,1,2228.26247
9.1,10,2228.291975
10.0,1,2228.295476
9.0,11,2228.327982
9.2,9,2228.354486
9.2,9,2228.384992
8.4,17,2228.436
8.0,21,2228.49401
10.0,1,2228.497011
7.4,27,2228.580026
8.4,17,2228.628034
7.5,26,2228.700546
9.1,10,2229.033104
8.7,14,2229.07361
8.5,16,2229.143123
8.2,19,2229.199633
8.5,16,2229.24414
8.9,12,2229.278147
8.9,12,2229.312153
8.6,15,2229.35466
8.1,20,2229.410169
6.8,33,2229.501685
8.7,14,2229.543192
9.2,9,2229.571697
9.2,9,2229.600702
8.1,20,2229.663213
8.2,19,2229.716222
7.9,22,2229.790235
7.9,22,2230.191805
7.7,24,2230.273819
9.4,7,2230.298824
8.3,18,2230.359334
8.1,20,2230.424845
9.4,7,2230.44935
7.4,27,2230.535365
8.5,16,2230.579872
8.9,12,2230.613378
8.9,12,2230.649884
8.8,13,2230.691891
8.8,13,2230.729398
8.7,14,2230.780907
8.2,19,2230.846919
8.5,16,2230.900928
7.8,23,2231.304999
8.4,17,2231.357507
8.5,16,2231.408516
8.8,13,2231.450523
9.7,4,2231.462025
9.0,11,2231.492031
8.0,21,2231.554042
8.1,20,2231.609551
7.6,25,2231.691065
7.6,25,2231.774079
7.5,26,2231.861094
9.2,9,2231.891099
8.2,19,2231.958112
9.0,11,2231.992618
9.6,5,2232.008621
7.2,29,2232.100136
9.2,9,2232.477701
9.5,6,2232.497705
7.8,23,2232.573718
9.2,9,2232.599223
8.4,17,2232.659733
8.4,17,2232.718743
9.0,11,2232.75775
8.6,15,2232.803257
7.7,24,2232.874271
7.9,22,2232.935781
8.2,19,2232.989791
8.5,16,2233.0358
7.9,22,2233.109311
7.3,28,2233.195326
8.8,13,2233.239834
9.0,11,2233.611899
9.2,9,2233.643904
7.8,23,2233.718417
8.3,18,2233.768926
8.4,17,2233.817934
8.0,21,2233.883946
9.7,4,2233.897948
8.6,15,2233.943456
8.4,17,2233.995466
8.2,19,2234.059477
8.0,21,2234.130489
8.2,19,2234.191499
9.3,8,2234.219004
8.4,17,2234.276514
8.4,17,2234.324022
9.8,3,2234.332524
7.6,25,2234.746595
8.1,20,2234.816108
9.0,11,2234.851114
7.5,26,2234.939628
7.9,22,2235.015142
8.7,14,2235.06265
8.2,19,2235.131163
8.5,16,2235.181672
8.4,17,2235.235681
9.2,9,2235.263685
8.5,16,2235.308194
8.1,20,2235.368704
8.9,12,2235.40521
9.0,11,2235.435715
9.2,9,2235.460719
8.5,16,2235.504727
8.4,17,2235.551735
7.5,26,2235.943303
9.1,10,2235.973809
9.6,5,2235.989312
8.2,19,2236.049322
9.7,4,2236.062324
9.0,11,2236.09683
9.7,4,2236.108332
8.0,21,2236.169843
8.2,10,2236.198348
8.8,13,2236.234353
8.6,15,2236.283362
8.4,17,2236.336871
9.0,11,2236.371878
9.6,5,2236.387881
9.4,7,2236.409885
9.8,3,2236.419387
7.9,22,2236.484398
9.3,8,2236.509902
8.3,18,2236.566412
9.1,10,2236.597918
8.8,13,2236.638924
7.9,22,2237.02049
8.9,12,2237.057997
7.4,27,2237.143011
8.0,21,2237.207524
9.4,7,2237.230027
9.2,9,2237.258532
7.4,27,2237.339046
7.4,27,2237.42556
8.5,16,2237.47657
8.5,16,2237.525077
7.6,25,2237.59959
8.3,18,2237.656101
9.3,8,2237.707609
8.6,15,2237.749117
9.0,11,2238.094177
9.0,11,2238.129182
8.9,12,2238.16719
7.6,25,2238.247204
8.7,14,2238.28821
6.8,33,2238.380227
7.3,28,2238.457239
7.3,28,2238.538754
9.2,9,2238.567259
-15.0,60,2238.74479
9.0,11,2238.781796
9.2,9,2238.810301
9.7,4,2238.822803
9.8,3,2238.831304
7.0,31,2239.248877
8.7,14,2239.288384
7.2,29,2239.376399
9.1,10,2239.408405
9.9,2,2239.414906
8.5,16,2239.463915
9.4,7,2239.485919
9.0,11,2239.520924
9.5,6,2239.539928
-6.0,60,2239.712457
8.5,16,2239.762466
7.7,24,2239.833478
8.7,14,2239.878486
8.7,14,2239.924494
7.6,25,2240.310061
9.8,3,2240.318562
8.7,14,2240.357569
9.4,7,2240.377073
7.5,26,2240.456087
9.0,11,2240.490093
8.5,16,2240.5341
8.9,12,2240.567606
9.7,4,2240.578608
8.3,18,2240.628616
9.6,5,2240.642619
9.7,4,2240.655121
9.7,4,2240.668623
7.8,23,2240.733135
8.1,20,2240.794144
8.2,19,2240.849654
8.9,12,2240.887161
9.0,11,2240.922167
7.9,22,2240.983178
8.9,12,2241.326738
8.2,19,2241.388248
9.9,2,2241.394249
8.8,13,2241.431756
8.8,13,2241.468762
9.0,11,2241.499268
9.5,6,2241.51627
7.4,27,2241.598785
9.1,10,2241.62679
8.4,17,2241.673797
-6.0,60,2241.848328
8.2,19,2241.903338
7.9,22,2241.964348
9.0,11,2241.994853
10.0,1,2241.997854
9.5,6,2242.014857
9.0,11,2242.045362
7.9,22,2242.416426
10.0,1,2242.419426
8.4,17,2242.466435
8.8,13,2242.502441
7.3,28,2242.579455
8.2,19,2242.634965
8.7,14,2242.680472
9.7,4,2242.692976
8.7,14,2242.732982
8.9,12,2242.765987
7.8,23,2242.832999
9.1,10,2242.870005
8.5,16,2242.921014
7.6,25,2242.991527
9.2,9,2243.01653
9.7,4,2243.027532
8.3,18,2243.077541
9.0,11,2243.108547
9.1,10,2243.448105
8.3,18,2243.499115
8.9,12,2243.535621
9.3,8,2243.558125
8.4,17,2243.605633
9.2,9,2243.630637
7.4,27,2243.70565
7.9,22,2243.770661
8.7,14,2243.814669
8.1,20,2243.871679
8.4,17,2243.924688
8.0,21,2243.983198
9.3,8,2244.005202
8.8,13,2244.041209
9.4,7,2244.060713
9.3,8,2244.082716
8.9,12,2244.116222
8.5,16,2244.472783
9.2,9,2244.499287
9.7,4,2244.51029
9.3,8,2244.532794
7.7,24,2244.599306
8.8,13,2244.634811
9.1,10,2244.664818
9.5,6,2244.68582
9.5,6,2244.704823
7.5,26,2244.776836
9.6,5,2244.790839
8.4,17,2244.838347
9.4,7,2244.85785
7.7,24,2244.940865
8.9,12,2244.978371
8.0,21,2245.035881
7.7,24,2245.102893
8.9,12,2245.137899
9.3,8,2245.164904
8.7,14,2245.208412
9.8,3,2245.217912
7.4,27,2245.601479
9.2,9,2245.626484
9.8,3,2245.637485
9.0,11,2245.672491
9.1,10,2245.704498
8.8,13,2245.747005
9.7,4,2245.759507
9.4,7,2245.783512
8.5,16,2245.829519
8.4,17,2245.877527
7.7,24,2245.944039
8.8,13,2245.980045
8.1,20,2246.040556
9.4,7,2246.085063
8.5,16,2246.129571
8.8,13,2246.165577
8.1,20,2246.220587
7.5,26,2246.2941
8.4,17,2246.647161
9.2,9,2246.672665
9.7,4,2246.683667
9.2,9,2246.709172
8.6,15,2246.750679
8.3,18,2246.801188
9.2,9,2246.826192
8.6,15,2246.8702
9.4,7,2246.889203
9.8,3,2246.897704
9.0,11,2246.92871
9.4,7,2246.948713
7.8,23,2247.018225
8.0,21,2247.078736
8.3,18,2247.129245
9.3,8,2247.151748
9.9,2,2247.15925
8.7,14,2247.205258
9.1,10,2247.240264
8.7,14,2247.279771
7.3,28,2247.668838
8.0,21,2247.726848
8.8,13,2247.763855
7.8,23,2247.828866
10.0,1,2247.832367
8.3,18,2247.885376
9.5,6,2247.902379
9.3,8,2247.924883
8.2,19,2247.977892
7.9,22,2248.042403
9.3,8,2248.064906
8.8,13,2248.105914
8.3,18,2248.156424
8.5,16,2248.20243
8.8,13,2248.238436
8.8,13,2248.274443
7.9,22,2248.335454
9.9,2,2248.341455
9.5,6,2248.358458
7.9,22,2248.728522
8.2,19,2248.781531
9.3,8,2248.803535
9.2,9,2248.82904
10.0,1,2248.83204
8.7,14,2248.871547
8.5,16,2248.916055
9.9,2,2248.922055
8.6,15,2248.964063
8.4,17,2249.012071
7.4,27,2249.089585
8.5,16,2249.134592
9.7,4,2249.147095
8.2,19,2249.199604
8.8,13,2249.23561
9.1,10,2249.263115
8.3,18,2249.313123
9.7,4,2249.324126
8.5,16,2249.368633
9.7,4,2249.379635
8.9,12,2249.413141
7.9,22,2249.780205
7.7,24,2249.849718
8.7,14,2249.889723
9.6,5,2249.907228
8.1,20,2249.964236
9.2,9,2249.98924
8.3,18,2250.04225
9.8,3,2250.053252
8.7,14,2250.097759
8.3,18,2250.147268
8.4,17,2250.204278
8.9,12,2250.241784
8.6,15,2250.283792
9.6,5,2250.300296
7.6,25,2250.371307
9.2,9,2250.396812
8.3,18,2250.455322
9.7,4,2250.469824
7.6,25,2250.887397
9.0,11,2250.923902
8.8,13,2250.959909
8.0,21,2251.028921
9.8,3,2251.037423
9.1,10,2251.071429
9.0,11,2251.105434
8.7,14,2251.147442
9.2,9,2251.172446
8.1,20,2251.227956
4.1,60,2251.420489
7.9,22,2251.496502
8.6,15,2251.53801
10.0,1,2251.54101
9.8,3,2251.549512
8.4,17,2251.60002
8.9,12,2251.959582
7.6,25,2252.039097
9.5,6,2252.0591
9.9,2,2252.065602
9.6,5,2252.081605
8.5,16,2252.134613
9.1,10,2252.166618
9.4,7,2252.186622
7.8,23,2252.253134
9.1,10,2252.297141
9.5,6,2252.319145
8.0,21,2252.394659
8.8,13,2252.437666
9.5,6,2252.458169
9.8,3,2252.469171
6.6,35,2252.589192
8.5,16,2252.638201
8.3,18,2252.698211
6.8,33,2253.145288
9.2,9,2253.177295
7.9,22,2253.245307
8.9,12,2253.287313
8.3,18,2253.341823
9.7,4,2253.353325
9.2,9,2253.379329
8.4,17,2253.433339
9.6,5,2253.450341
8.1,20,2253.511853
9.7,4,2253.525354
10.0,1,2253.528855
7.4,27,2253.625872
7.4,27,2253.715387
7.0,31,2253.822906
7.7,24,2253.90242
9.6,5,2253.919923
8.6,15,2253.971432
9.0,11,2254.346998
8.7,14,2254.394506
8.4,17,2254.443014
8.0,21,2254.503524
8.2,19,2254.558535
8.2,19,2254.622045
8.7,14,2254.663051
7.4,27,2254.778072
9.1,10,2254.806576
9.6,5,2254.82458
9.0,11,2254.862087
8.7,14,2254.913095
8.4,17,2254.975106
9.4,7,2255.00011
8.9,12,2255.035617
7.8,23,2255.10963
9.4,7,2255.131633
7.8,23,2255.534204
9.2,9,2255.562709
9.1,10,2255.594714
9.6,5,2255.610716
9.1,10,2255.644722
8.8,13,2255.686731
8.8,13,2255.728238
8.5,16,2255.779246
8.8,13,2255.820754
8.7,14,2255.865262
9.9,2,2255.871763
8.1,20,2255.937274
8.6,15,2255.983282
9.3,8,2256.008285
8.1,20,2256.069297
6.8,33,2256.173314
9.3,8,2256.197818
9.9,2,2256.20432
9.8,3,2256.213821
7.6,25,2256.293334
8.7,14,2256.657898
9.4,7,2256.680402
7.5,26,2256.757917
9.3,8,2256.78342
8.5,16,2256.83443
8.8,13,2256.875936
7.6,25,2256.951449
7.9,22,2257.015461
9.3,8,2257.040965
8.5,16,2257.090973
7.5,26,2257.168988
9.4,7,2257.190992
8.3,18,2257.251501
8.1,20,2257.318012
8.3,18,2257.373022
9.3,8,2257.398527
7.9,22,2257.778592
7.8,23,2257.842604
9.8,3,2257.851105
9.8,3,2257.861607
7.6,25,2257.93712
7.5,26,2258.013134
8.7,14,2258.05564
9.6,5,2258.069643
7.8,23,2258.140656
9.3,8,2258.165661
8.1,20,2258.229171
9.2,9,2258.255175
8.0,21,2258.319187
8.6,15,2258.366695
9.7,4,2258.379698
7.5,26,2258.462211
9.0,11,2258.495218
9.6,5,2258.824774
8.5,16,2258.874783
9.8,3,2258.884284
8.8,13,2258.922291
7.6,25,2258.997804
8.2,19,2259.059816
8.6,15,2259.108824
7.7,24,2259.177836
8.4,17,2259.225345
9.8,3,2259.234845
9.5,6,2259.25385
5.9,42,2259.386872
8.5,16,2259.43588
7.9,22,2259.502892
8.1,20,2259.564403
7.9,22,2259.945469
7.8,23,2260.015982
9.0,11,2260.050988
9.5,6,2260.06899
7.6,25,2260.145503
8.0,21,2260.203513
7.6,25,2260.281028
9.3,8,2260.308031
8.6,15,2260.35504
7.7,24,2260.425552
7.6,25,2260.494564
9.9,2,2260.500565
8.5,16,2260.546573
9.3,8,2260.571078
8.2,19,2260.625587
7.4,27,2261.017655
8.3,18,2261.068164
8.1,20,2261.124173
8.2,19,2261.176683
8.9,12,2261.210189
8.5,16,2261.259696
9.6,5,2261.2757
8.7,14,2261.318707
8.9,12,2261.359714
9.9,2,2261.366215
7.6,25,2261.436728
9.7,4,2261.44773
8.7,14,2261.490237
8.5,16,2261.534245
9.2,9,2261.559249
9.0,11,2261.590254
7.3,28,2261.667767
9.7,4,2261.67877
6.6,35,2262.079839
8.0,21,2262.138349
9.3,8,2262.160353
7.4,27,2262.242368
8.7,14,2262.287375
8.7,14,2262.329383
9.6,5,2262.342885
8.5,16,2262.388393
9.8,3,2262.396894
8.1,20,2262.452404
7.2,29,2262.533417
7.8,23,2262.597929
8.8,13,2262.633935
7.4,27,2262.708949
8.3,18,2262.762458
7.5,26,2263.143524
9.2,9,2263.169028
9.3,8,2263.191032
7.8,23,2263.255043
8.9,12,2263.290549
8.8,13,2263.360562
7.6,25,2263.434574
8.0,21,2263.492584
8.1,20,2263.549094
9.8,3,2263.558096
7.5,26,2263.63811
8.3,18,2263.688118
7.6,25,2263.768132
7.7,24,2263.834143
8.6,15,2264.191206
8.7,14,2264.229712
8.0,21,2264.288223
8.5,16,2264.33273
8.0,21,2264.400742
7.9,22,2264.476255
7.6,25,2264.550767
9.3,8,2264.574272
7.8,23,2264.651785
9.3,8,2264.673789
9.9,2,2264.67979
8.3,18,2264.730799
9.6,5,2264.744802
7.4,27,2264.821815
7.3,28,2264.899329
8.8,13,2265.246889
9.5,6,2265.264392
8.3,18,2265.318401
7.5,26,2265.392414
10.0,1,2265.395415
8.2,19,2265.448424
8.7,14,2265.48693
9.6,5,2265.500933
9.0,11,2265.531939
9.3,8,2265.553942
8.5,16,2265.59895
7.5,26,2265.671463
8.0,21,2265.729473
8.0,21,2265.794985
9.7,4,2265.807486
9.7,4,2265.818988
7.5,26,2265.891001
9.3,8,2265.914505
8.0,21,2266.279068
9.0,11,2266.309574
8.8,13,2266.34558
9.2,9,2266.370584
7.4,27,2266.445597
9.4,7,2266.465101
8.2,19,2266.517609
7.5,26,2266.589622
8.7,14,2266.628629
8.1,20,2266.683638
7.8,23,2266.751149
9.5,6,2266.767653
7.9,22,2266.831163
9.2,9,2266.856668
9.3,8,2266.879172
8.7,14,2266.918679
8.5,16,2266.963687
8.9,12,2267.302746
8.0,21,2267.361756
7.6,25,2267.430768
8.8,13,2267.466774
9.6,5,2267.480777
9.7,4,2267.492279
8.6,15,2267.538786
6.5,36,2267.654306
9.8,3,2267.662808
8.1,20,2267.718318
7.7,24,2267.78633
9.1,10,2267.814334
8.1,20,2267.871844
8.2,19,2267.924854
9.3,8,2267.947358
6.8,33,2268.347426
9.1,10,2268.376432
9.0,11,2268.406937
9.8,3,2268.415439
7.3,28,2268.493952
7.8,23,2268.557964
8.8,13,2268.59397
9.6,5,2268.607972
9.6,5,2268.621975
8.2,19,2268.674484
7.7,24,2268.740995
9.3,8,2268.763499
9.1,10,2268.791004
6.6,35,2268.894523
7.7,24,2268.961534
8.2,19,2269.014543
7.7,24,2269.388108
8.0,21,2269.446118
7.3,28,2269.523631
8.1,20,2269.57914
8.8,13,2269.615147
7.3,28,2269.692661
7.6,25,2269.763173
9.8,3,2269.771674
8.0,21,2269.830685
7.7,24,2269.902698
9.1,10,2269.931202
8.5,16,2269.977209
8.2,19,2270.029719
8.4,17,2270.076727
8.5,16,2270.437789
9.5,6,2270.458293
8.8,13,2270.502801
4.9,52,2270.663829
8.5,16,2270.711337
7.6,25,2270.792352
7.9,22,2270.862363
8.9,12,2270.90037
8.4,17,2270.95938
7.7,24,2271.044895
9.8,3,2271.053397
7.4,27,2271.135411
9.4,7,2271.156915
8.0,21,2271.557484
7.8,23,2271.632997
8.1,20,2271.724013
9.3,8,2271.748517
8.1,20,2271.815528
8.7,14,2271.860037
10.0,1,2271.863037
7.5,26,2271.947051
8.4,17,2272.000561
9.0,11,2272.037068
10.0,1,2272.040068
8.2,19,2272.107079
8.7,14,2272.157588
9.1,10,2272.191094
8.3,18,2272.248605
8.6,15,2272.297613
8.5,16,2272.352122
8.8,13,2272.39663
10.0,1,2272.40013
7.5,26,2272.833705
9.3,8,2272.856709
8.0,21,2272.91622
8.8,13,2272.961228
9.9,2,2272.968729
9.9,2,2272.97673
7.5,26,2273.059745
7.7,24,2273.133758
9.5,6,2273.15026
9.9,2,2273.155761
9.3,8,2273.178265
6.3,38,2273.301787
9.2,9,2273.334292
7.6,25,2273.415306
8.7,14,2273.455814
8.6,15,2273.502821
9.0,11,2273.532827
8.0,21,2273.928396
9.5,6,2273.946399
7.8,23,2274.022412
9.9,2,2274.029913
9.5,6,2274.049417
8.8,13,2274.090924
7.2,29,2274.179939
8.0,21,2274.24295
8.8,13,2274.281458
7.0,31,2274.382474
7.3,28,2274.467989
7.8,23,2274.532
8.4,17,2274.58701
7.6,25,2274.666023
7.3,28,2275.087096
7.8,23,2275.161609
8.2,19,2275.225121
7.6,25,2275.305635
9.8,3,2275.315137
8.5,16,2275.368145
6.0,41,2275.504669
7.5,26,2275.576181
7.7,15,2275.617689
8.0,21,2275.675699
8.0,21,2275.745712
8.8,13,2275.790218
9.2,9,2275.819224
8.5,16,2276.185788
9.1,10,2276.213292
7.7,24,2276.290805
9.7,4,2276.303308
8.2,19,2276.363319
7.5,26,2276.444832
8.1,20,2276.508344
7.7,24,2276.576355
9.7,4,2276.587857
8.1,20,2276.648869
8.4,17,2276.700376
7.4,27,2276.787892
8.5,16,2276.838401
7.5,26,2276.916414
8.3,18,2277.285979
7.4,27,2277.370993
10.0,1,2277.373994
8.1,20,2277.437505
7.9,22,2277.507517
10.0,1,2277.510518
9.8,3,2277.520519
10.0,1,2277.52352
9.7,4,2277.536522
8.7,14,2277.58053
8.0,21,2277.648041
7.8,23,2277.721054
7.9,22,2277.791065
9.6,5,2277.80657
8.3,18,2277.862579
8.9,12,2277.897584
7.8,23,2277.966597
8.0,21,2278.033109
7.5,26,2278.428177
8.1,20,2278.491188
7.6,25,2278.572702
9.0,11,2278.607707
8.6,15,2278.655717
7.3,28,2278.749232
8.0,21,2278.816744
10.0,1,2278.819746
7.6,25,2278.894777
9.2,9,2278.919762
7.8,23,2278.989775
9.1,10,2279.02078
10.0,1,2279.023781
8.5,16,2279.073789
7.8,23,2279.1423
9.6,5,2279.156303
8.7,14,2279.520867
8.5,16,2279.569375
9.0,11,2279.603881
9.0,11,2279.638887
7.9,22,2279.702398
8.2,19,2279.760408
9.4,7,2279.782912
9.6,5,2279.798415
8.9,12,2279.836421
7.8,23,2279.909434
7.8,23,2279.975945
7.4,27,2280.053459
9.3,8,2280.075463
7.4,27,2280.150476
8.9,12,2280.185482
9.3,8,2280.210987
7.2,29,2280.63656
8.2,19,2280.690569
8.4,17,2280.737577
7.3,28,2280.81459
8.4,17,2280.8656
8.6,15,2280.910608
8.1,20,2280.966117
8.0,21,2281.024626
8.6,15,2281.071635
7.9,22,2281.136647
8.5,16,2281.181154
8.6,15,2281.222661
8.2,19,2281.276171
9.5,6,2281.292674
9.1,10,2281.321179
8.4,17,2281.688242
8.1,20,2281.747753
9.9,2,2281.753253
9.1,10,2281.780758
8.3,18,2281.831767
9.8,3,2281.84227
9.0,11,2281.876275
8.9,12,2281.909281
8.2,19,2281.96279
8.4,17,2282.010798
10.0,1,2282.013799
8.1,20,2282.069309
7.9,22,2282.13682
7.9,22,2282.197831
9.0,11,2282.228336
9.7,4,2282.239838
9.9,2,2282.245339
7.7,24,2282.316351
7.0,31,2282.71592
8.1,11,2282.746426
6.7,34,2282.840442
8.4,17,2282.894952
8.5,16,2282.93996
7.9,22,2283.00047
8.2,19,2283.053981
8.9,12,2283.093486
7.9,22,2283.158497
8.6,15,2283.200005
6.6,35,2283.305024
7.4,27,2283.385037
8.8,13,2283.421563
9.4,7,2283.445047
7.1,21,2283.810611
8.6,15,2283.852118
7.5,26,2283.92413
8.9,12,2283.957636
8.3,18,2284.007145
7.3,28,2284.086159
8.9,12,2284.119665
9.2,9,2284.144669
6.7,34,2284.238685
7.7,24,2284.308198
8.4,17,2284.358706
7.7,24,2284.425217
8.9,12,2284.458223
9.3,8,2284.78778
7.5,26,2284.859793
8.5,16,2284.9043
8.8,13,2284.940807
6.5,36,2285.041324
9.6,5,2285.055327
7.7,24,2285.122338
9.8,3,2285.13084
8.9,12,2285.163846
8.9,12,2285.197351
7.4,27,2285.274865
8.7,14,2285.318872
7.5,26,2285.393885
6.8,33,2285.488902
4.2,59,2285.958483
9.8,3,2285.966985
9.3,8,2285.99049
8.0,21,2286.049499
9.4,7,2286.069003
9.6,5,2286.086505
8.5,16,2286.133514
9.7,4,2286.144516
9.6,5,2286.158518
7.9,22,2286.219529
8.2,19,2286.272038
6.6,35,2286.372055
8.6,15,2286.413562
8.8,13,2286.45057
-6.0,60,2286.924151
8.5,16,2286.971159
9.3,8,2286.993663
8.0,21,2287.051673
8.4,17,2287.100682
8.2,19,2287.153691
6.8,33,2287.251208
8.8,13,2287.290215
8.9,12,2287.325722
8.0,21,2287.384731
9.6,5,2287.398733
9.6,5,2287.412736
8.2,19,2287.465745
8.8,13,2287.501751
7.0,31,2287.89782
8.2,19,2287.951329
8.6,15,2287.997338
7.2,20,2288.059848
-6.0,60,2288.227377
7.9,22,2288.290388
8.1,20,2288.348899
9.7,4,2288.361401
6.2,39,2288.498924
7.7,24,2288.565436
8.6,15,2288.606943
8.7,14,2288.953003
7.9,22,2289.016014
9.3,8,2289.038018
8.2,19,2289.091028
10.0,1,2289.094528
9.8,3,2289.103029
8.8,13,2289.139535
9.7,4,2289.150537
8.6,15,2289.193045
9.4,7,2289.212048
8.5,16,2289.256556
7.6,25,2289.327068
7.2,29,2289.411083
7.6,25,2289.480594
8.9,12,2289.5141
10.0,1,2289.517101
10.0,1,2289.520101
9.0,11,2289.554108
8.1,20,2289.616618
7.9,22,2289.985182
9.4,7,2290.005186
8.5,16,2290.049694
7.5,26,2290.121705
8.9,12,2290.156212
7.6,25,2290.232726
9.3,8,2290.25773
7.9,22,2290.32124
8.5,16,2290.365748
7.7,24,2290.43226
8.0,21,2290.49027
7.6,25,2290.560282
9.7,4,2290.571284
9.2,9,2290.596288
9.7,4,2290.608791
7.7,24,2290.684803
7.9,22,2291.085373
8.2,19,2291.144883
9.1,10,2291.18089
8.4,17,2291.2384
9.7,4,2291.251402
8.9,12,2291.289908
7.6,25,2291.365922
8.7,14,2291.414431
9.3,8,2291.441936
7.6,25,2291.521449
5.6,27,2291.607464
8.3,18,2291.656972
9.0,11,2291.687477
8.3,18,2291.736986
7.8,23,2291.804498
9.2,9,2291.829502
8.6,15,2292.210068
8.6,15,2292.255076
7.6,25,2292.33509
9.4,7,2292.357095
8.5,16,2292.408603
8.2,19,2292.469114
8.7,14,2292.50962
7.9,22,2292.575131
8.1,20,2292.640144
9.8,3,2292.649645
8.8,13,2292.690653
9.5,6,2292.712155
9.3,8,2292.73816
8.0,21,2292.805172
9.1,10,2292.833176
8.1,20,2292.891186
7.9,22,2292.965699
9.5,6,2292.982702
8.8,13,2293.349266
8.5,16,2293.393774
8.0,21,2293.459285
8.4,17,2293.506293
8.7,14,2293.548801
8.9,12,2293.591308
8.8,13,2293.636316
9.6,5,2293.651819
8.2,19,2293.712329
9.0,11,2293.743335
8.6,15,2293.784841
9.4,7,2293.805845
8.7,14,2293.850353
9.3,8,2293.875858
8.7,14,2293.921865
8.6,15,2293.973875
8.9,12,2294.014381
8.0,21,2294.084394
9.2,9,2294.111398
8.1,20,2294.508967
7.6,25,2294.595482
9.2,9,2294.628488
7.8,23,2294.709502
8.4,17,2294.763011
8.0,21,2294.821521
8.0,21,2294.895534
8.4,17,2294.952544
7.7,24,2295.019556
8.6,15,2295.061063
8.0,21,2295.120073
7.8,23,2295.184085
9.2,9,2295.209089
10.0,1,2295.21209
7.7,24,2295.615659
8.3,18,2295.669669
7.9,22,2295.730679
9.3,8,2295.758184
8.6,15,2295.809693
8.5,16,2295.858201
8.0,21,2295.925213
8.0,21,2295.984724
9.1,10,2296.01723
8.2,19,2296.079241
7.9,22,2296.148752
9.3,8,2296.171256
8.9,12,2296.209763
8.9,12,2296.246769
7.7,24,2296.31328
9.4,7,2296.333283
9.0,11,2296.682845
9.8,3,2296.692347
9.0,11,2296.729852
9.0,11,2296.76536
9.4,7,2296.787863
8.1,20,2296.849374
8.5,16,2296.899882
8.2,19,2296.955892
9.0,11,2296.988398
8.2,19,2297.041907
8.4,17,2297.089416
8.1,20,2297.17143
8.8,13,2297.208437
9.4,7,2297.23094
9.7,4,2297.243442
9.2,9,2297.271948
9.3,8,2297.297452
8.0,21,2297.368464
8.3,18,2297.423974
8.3,18,2297.481484
7.9,22,2297.866051
9.4,7,2297.886554
7.6,25,2297.956565
8.1,20,2298.018577
8.8,13,2298.055083
9.6,5,2298.071086
7.3,28,2298.158601
7.8,23,2298.223112
9.9,2,2298.228613
8.8,13,2298.265119
8.0,21,2298.32763
8.5,16,2298.374138
8.7,14,2298.415646
8.4,17,2298.464154
9.2,9,2298.489158
8.8,13,2298.526165
9.1,10,2298.871725
7.6,25,2298.949739
8.9,12,2298.989246
8.1,20,2299.052756
8.9,12,2299.090762
9.3,8,2299.116268
9.1,10,2299.148273
8.7,14,2299.19078
7.9,22,2299.251291
7.7,24,2299.324304
8.3,18,2299.381314
8.7,14,2299.42532
9.7,4,2299.437824
9.4,7,2299.460327
7.5,26,2299.542341
9.6,5,2299.558844
10.0,1,2299.562345
9.5,6,2299.581348
-20.4,60,2300.086436
7.7,24,2300.162948
9.3,8,2300.187952
9.4,7,2300.207456
9.9,2,2300.212957
9.3,8,2300.235461
8.0,21,2300.293471
7.9,22,2300.357483
7.8,23,2300.425994
7.7,24,2300.497506
8.5,16,2300.542014
9.4,7,2300.563019
9.8,3,2300.57252
8.3,18,2300.627529
8.1,20,2300.693541
9.0,11,2300.727547
8.8,13,2301.081608
9.0,11,2301.112113
9.2,9,2301.137118
9.1,10,2301.165122
7.5,26,2301.237135
9.7,4,2301.248137
8.9,12,2301.281643
